text,label,language,priority
Road cracks reported in Old City,Roads,English,Low
Sector 5 में सड़क पर पानी भर गया है,Roads,Hindi,Medium
Traffic issue due to bad roads in Shivaji Colony,Roads,English,Low
Village Area की सड़कें गंदी हैं,Sanitation,Hindi,Low
Low water pressure in Subhash Chowk,Water,English,Low
City Center में सार्वजनिक सफाई की समस्या है,Sanitation,Hindi,Medium
Dirty water coming in taps at Station Road,Water,English,Medium
Sector 5 में सड़क खराब है,Roads,Hindi,Medium
MG Road में सड़क निर्माण अधूरा है,Roads,Hindi,Low
Electric pole damaged in Civil Lines,Electricity,English,Low
Green Park के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Waste dumping issue in Industrial Area,Sanitation,English,Low
Subhash Chowk में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Subhash Chowk में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Delay in government service at Main Market,Public Services,English,Medium
Public park maintenance issue in Civil Lines,Public Services,English,Low
Public park maintenance issue in MG Road,Public Services,English,Low
Station Road में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Low
Rajendra Nagar में सड़क खराब है,Roads,Hindi,Medium
Rajendra Nagar में पीने का पानी नहीं है,Water,Hindi,Medium
MG Road में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
Subhash Chowk में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Low
Unclean streets in Rajendra Nagar,Sanitation,English,Medium
Dirty water coming in taps at MG Road,Water,English,Medium
MG Road की सड़कें गंदी हैं,Sanitation,Hindi,Low
Rajendra Nagar में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Medium
Green Park में वोल्टेज की समस्या है,Electricity,Hindi,Medium
Water tank is overflowing in Ward 12,Water,English,High
Unclean streets in Station Road,Sanitation,English,Medium
Transformer exploded near Main Market,Electricity,English,High
Bad smell from drainage in Nehru Nagar,Sanitation,English,Low
Ward 12 में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Low
Power cut since morning in City Center,Electricity,English,Medium
Frequent voltage fluctuations in Rajendra Nagar,Electricity,English,Medium
Station Road में पानी दूषित है,Water,Hindi,Low
Overflowing garbage bins in Nehru Nagar,Sanitation,English,High
City Center में स्कूल सुविधा की शिकायत है,Public Services,Hindi,Low
There is no electricity in Shivaji Colony,Electricity,English,Low
Sector 5 में स्कूल सुविधा की शिकायत है,Public Services,Hindi,Medium
Old City में पीने का पानी नहीं है,Water,Hindi,Medium
Shivaji Colony में सड़क की मरम्मत की आवश्यकता है,Roads,Hindi,Medium
Industrial Area में गंदा पानी आ रहा है,Water,Hindi,Low
Main Market में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Station Road में सड़क निर्माण अधूरा है,Roads,Hindi,Medium
Overflowing garbage bins in Green Park,Sanitation,English,High
No drinking water in Civil Lines,Water,English,Medium
Main Market में सड़क खराब है,Roads,Hindi,Medium
Village Area में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Road repair needed in City Center,Roads,English,Medium
Power cut since morning in City Center,Electricity,English,Low
City Center में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Subhash Chowk में सार्वजनिक परिवहन खराब है,Public Services,Hindi,Medium
Public park maintenance issue in Ward 12,Public Services,English,Medium
Street lights are not working in Main Market,Electricity,English,Medium
Nehru Nagar में पानी दूषित है,Water,Hindi,Medium
Rajendra Nagar में नागरिक सेवा केंद्र बंद है,Public Services,Hindi,Low
Short circuit reported in Sector 5,Electricity,English,Medium
Green Park में कचरा नहीं उठाया गया,Sanitation,Hindi,Medium
City Center में सड़क पर पानी भर गया है,Roads,Hindi,Low
Bridge damaged near Green Park,Roads,English,Medium
Sewage overflow in MG Road,Sanitation,English,High
Water leakage from pipeline in Rajendra Nagar,Water,English,Medium
Main Market में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Medium
Pipeline burst near Village Area,Water,English,High
City Center में पानी दूषित है,Water,Hindi,Medium
Water leakage from pipeline in Old City,Water,English,Medium
City Center में बिजली नहीं है,Electricity,Hindi,Medium
There is no electricity in Sector 5,Electricity,English,Low
Public sanitation issue in Civil Lines,Sanitation,English,Low
Main Market में बिजली नहीं है,Electricity,Hindi,Medium
Shivaji Colony में अस्पताल सेवा की समस्या है,Public Services,Hindi,Low
City Center में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Village Area में सड़क असमान है,Roads,Hindi,Low
Water leakage from pipeline in City Center,Water,English,Medium
Poor public transport in Civil Lines,Public Services,English,Medium
Broken road causing accidents in Shivaji Colony,Roads,English,High
